grade,model,skill,k,r,replicate
4,gpt-4o,Number & Operations—Fractions,0,0.85,0
4,gpt-4o,Operations & Algebraic Thinking,1,0.0,0
4,gpt-4o,Measurement & Data,0,0.6470588235294118,1
4,gpt-4o,Number & Operations in Base Ten,0,0.7333333333333333,1
4,gpt-4o,Number & Operations—Fractions,0,0.8,1
4,gpt-4o,Operations & Algebraic Thinking,1,0.0,1
4,gpt-4o,Measurement & Data,0,0.6470588235294118,2
4,gpt-4o,Number & Operations in Base Ten,0,0.6666666666666666,2
4,gpt-4o,Number & Operations—Fractions,0,0.75,2
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,2
4,gpt-4o,Measurement & Data,0,0.5294117647058824,3
4,gpt-4o,Number & Operations in Base Ten,0,0.7333333333333333,3
4,gpt-4o,Number & Operations—Fractions,0,0.8,3
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,3
4,gpt-4o,Measurement & Data,0,0.5882352941176471,4
4,gpt-4o,Number & Operations in Base Ten,0,0.6666666666666666,4
4,gpt-4o,Number & Operations—Fractions,0,0.7000000000000001,4
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,4
4,gpt-4o,Measurement & Data,1,0.05882352941176466,0
4,gpt-4o,Number & Operations in Base Ten,0,0.7333333333333333,0
4,gpt-4o,Number & Operations—Fractions,0,0.5,0
4,gpt-4o,Operations & Algebraic Thinking,1,0.0,0
4,gpt-4o,Measurement & Data,1,-0.11764705882352933,1
4,gpt-4o,Number & Operations in Base Ten,0,0.6666666666666666,1
4,gpt-4o,Number & Operations—Fractions,0,0.7000000000000001,1
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,1
4,gpt-4o,Measurement & Data,1,-0.11764705882352933,2
4,gpt-4o,Number & Operations in Base Ten,0,0.6666666666666666,2
4,gpt-4o,Number & Operations—Fractions,0,0.7000000000000001,2
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,2
4,gpt-4o,Measurement & Data,1,0.0,3
4,gpt-4o,Number & Operations in Base Ten,0,0.7333333333333333,3
4,gpt-4o,Number & Operations—Fractions,0,0.7000000000000001,3
4,gpt-4o,Operations & Algebraic Thinking,1,-0.06250000000000011,3
4,gpt-4o,Measurement & Data,1,-0.11764705882352933,4
4,gpt-4o,Number & Operations in Base Ten,0,0.6666666666666666,4
4,gpt-4o,Number & Operations—Fractions,0,0.7000000000000001,4
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,4
4,gpt-4o,Measurement & Data,0,0.7058823529411765,0
4,gpt-4o,Number & Operations in Base Ten,1,0.13333333333333328,0
4,gpt-4o,Number & Operations—Fractions,0,0.7000000000000001,0
4,gpt-4o,Operations & Algebraic Thinking,1,-0.06250000000000011,0
4,gpt-4o,Measurement & Data,0,0.7647058823529411,1
4,gpt-4o,Number & Operations in Base Ten,1,0.13333333333333328,1
4,gpt-4o,Number & Operations—Fractions,0,0.75,1
4,gpt-4o,Operations & Algebraic Thinking,1,-0.06250000000000011,1
4,gpt-4o,Measurement & Data,0,0.7647058823529411,2
4,gpt-4o,Number & Operations in Base Ten,1,0.13333333333333328,2
4,gpt-4o,Number & Operations—Fractions,0,0.6,2
4,gpt-4o,Operations & Algebraic Thinking,1,-0.06250000000000011,2
4,gpt-4o,Measurement & Data,0,0.7647058823529411,3
4,gpt-4o,Number & Operations in Base Ten,1,0.2,3
4,gpt-4o,Number & Operations—Fractions,0,0.7000000000000001,3
4,gpt-4o,Operations & Algebraic Thinking,1,-0.06250000000000011,3
4,gpt-4o,Measurement & Data,0,0.7058823529411765,4
4,gpt-4o,Number & Operations in Base Ten,1,0.06666666666666654,4
4,gpt-4o,Number & Operations—Fractions,0,0.7000000000000001,4
4,gpt-4o,Operations & Algebraic Thinking,1,-0.06250000000000011,4
4,gpt-4o,Measurement & Data,1,0.0,0
4,gpt-4o,Number & Operations in Base Ten,1,0.2,0
4,gpt-4o,Number & Operations—Fractions,0,0.65,0
4,gpt-4o,Operations & Algebraic Thinking,1,0.0,0
4,gpt-4o,Measurement & Data,1,0.05882352941176466,1
4,gpt-4o,Number & Operations in Base Ten,1,0.13333333333333328,1
4,gpt-4o,Number & Operations—Fractions,0,0.7000000000000001,1
4,gpt-4o,Operations & Algebraic Thinking,1,-0.06250000000000011,1
4,gpt-4o,Measurement & Data,1,0.0,2
4,gpt-4o,Number & Operations in Base Ten,1,0.13333333333333328,2
4,gpt-4o,Number & Operations—Fractions,0,0.7000000000000001,2
4,gpt-4o,Operations & Algebraic Thinking,1,-0.06250000000000011,2
4,gpt-4o,Measurement & Data,1,0.05882352941176466,3
4,gpt-4o,Number & Operations in Base Ten,1,0.13333333333333328,3
4,gpt-4o,Number & Operations—Fractions,0,0.65,3
4,gpt-4o,Operations & Algebraic Thinking,1,-0.06250000000000011,3
4,gpt-4o,Measurement & Data,1,-0.05882352941176466,4
4,gpt-4o,Number & Operations in Base Ten,1,0.13333333333333328,4
4,gpt-4o,Number & Operations—Fractions,0,0.55,4
4,gpt-4o,Operations & Algebraic Thinking,1,-0.06250000000000011,4
4,gpt-4o,Measurement & Data,0,0.6470588235294118,0
4,gpt-4o,Number & Operations in Base Ten,0,0.5333333333333333,0
4,gpt-4o,Number & Operations—Fractions,1,0.10000000000000003,0
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,0
4,gpt-4o,Measurement & Data,0,0.8235294117647058,1
4,gpt-4o,Number & Operations in Base Ten,0,0.6,1
4,gpt-4o,Number & Operations—Fractions,1,0.15,1
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,1
4,gpt-4o,Measurement & Data,0,0.8235294117647058,2
4,gpt-4o,Number & Operations in Base Ten,0,0.5333333333333333,2
4,gpt-4o,Number & Operations—Fractions,1,0.050000000000000086,2
4,gpt-4o,Operations & Algebraic Thinking,1,0.0,2
4,gpt-4o,Measurement & Data,0,0.8235294117647058,3
4,gpt-4o,Number & Operations in Base Ten,0,0.5333333333333333,3
4,gpt-4o,Number & Operations—Fractions,1,0.050000000000000086,3
4,gpt-4o,Operations & Algebraic Thinking,1,0.0,3
4,gpt-4o,Measurement & Data,0,0.7058823529411765,4
4,gpt-4o,Number & Operations in Base Ten,0,0.5333333333333333,4
4,gpt-4o,Number & Operations—Fractions,1,0.0,4
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,4
4,gpt-4o,Measurement & Data,1,0.0,0
4,gpt-4o,Number & Operations in Base Ten,0,0.33333333333333326,0
4,gpt-4o,Number & Operations—Fractions,1,0.050000000000000086,0
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,0
4,gpt-4o,Measurement & Data,1,0.0,1
4,gpt-4o,Number & Operations in Base Ten,0,0.4666666666666666,1
4,gpt-4o,Number & Operations—Fractions,1,-0.049999999999999954,1
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,1
4,gpt-4o,Measurement & Data,1,0.05882352941176466,2
4,gpt-4o,Number & Operations in Base Ten,0,0.33333333333333326,2
4,gpt-4o,Number & Operations—Fractions,1,0.050000000000000086,2
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,2
4,gpt-4o,Measurement & Data,1,0.0,3
4,gpt-4o,Number & Operations in Base Ten,0,0.4666666666666666,3
4,gpt-4o,Number & Operations—Fractions,1,0.0,3
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,3
4,gpt-4o,Measurement & Data,1,0.0,4
4,gpt-4o,Number & Operations in Base Ten,0,0.6,4
4,gpt-4o,Number & Operations—Fractions,1,0.10000000000000003,4
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,4
4,gpt-4o,Measurement & Data,0,0.7647058823529411,0
4,gpt-4o,Number & Operations in Base Ten,1,0.13333333333333328,0
4,gpt-4o,Number & Operations—Fractions,1,-0.049999999999999954,0
4,gpt-4o,Operations & Algebraic Thinking,1,0.0,0
4,gpt-4o,Measurement & Data,0,0.7647058823529411,1
4,gpt-4o,Number & Operations in Base Ten,1,0.2,1
4,gpt-4o,Number & Operations—Fractions,1,-0.09999999999999991,1
4,gpt-4o,Operations & Algebraic Thinking,1,0.062499999999999944,1
4,gpt-4o,Measurement & Data,0,0.7058823529411765,2
4,gpt-4o,Number & Operations in Base Ten,1,0.2,2
4,gpt-4o,Number & Operations—Fractions,1,-0.049999999999999954,2
4,gpt-4o,Operations & Algebraic Thinking,1,0.0,2
4,gpt-4o,Measurement & Data,0,0.7647058823529411,3
4,gpt-4o,Number & Operations in Base Ten,1,0.2,3
4,gpt-4o,Number & Operations—Fractions,1,-0.09999999999999991,3
4,gpt-4o,Operations & Algebraic Thinking,1,0.0,3
4,gpt-4o,Measurement & Data,0,0.7647058823529411,4
4,gpt-4o,Number & Operations in Base Ten,1,0.13333333333333328,4
4,gpt-4o,Number & Operations—Fractions,1,0.0,4
4,gpt-4o,Operations & Algebraic Thinking,1,0.0,4
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6190476190476191,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.6,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,0
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.6190476190476191,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.7333333333333333,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.611111111111111,0
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.6190476190476191,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.611111111111111,1
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.6190476190476191,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.7333333333333333,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.5,2
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.6666666666666667,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.7333333333333333,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.7222222222222222,3
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.6190476190476191,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.9333333333333332,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,4
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.42857142857142855,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.2,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.5555555555555556,0
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6190476190476191,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.26666666666666666,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.5555555555555556,1
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.5238095238095238,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.26666666666666666,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.5555555555555556,2
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.5238095238095238,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.33333333333333326,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.5555555555555556,3
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.4761904761904762,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.33333333333333326,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.5555555555555556,4
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.380952380952381,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.06666666666666654,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,0
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.33333333333333337,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.0,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,1
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.2857142857142858,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.06666666666666654,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.5555555555555556,2
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.23809523809523808,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.0,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,3
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.23809523809523808,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,-0.06666666666666674,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,4
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.5238095238095238,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.4666666666666666,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5833333333333333,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.611111111111111,0
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.4761904761904762,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.4666666666666666,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.8333333333333333,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,1
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.5238095238095238,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.4,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5833333333333333,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,2
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.5238095238095238,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.4666666666666666,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5833333333333333,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,3
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.4761904761904762,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.4,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.41666666666666674,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.7222222222222222,4
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.42857142857142855,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.13333333333333328,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.9166666666666667,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,0
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.4761904761904762,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.26666666666666666,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.9166666666666667,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,1
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.42857142857142855,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.13333333333333328,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.9166666666666667,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.7222222222222222,2
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.5714285714285714,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.33333333333333326,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.9166666666666667,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,3
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.4761904761904762,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.13333333333333328,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.8333333333333333,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,4
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.2857142857142858,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.06666666666666654,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5833333333333333,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.5555555555555556,0
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.33333333333333337,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.13333333333333328,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5833333333333333,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.5555555555555556,1
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.2857142857142858,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.06666666666666654,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.6666666666666667,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.611111111111111,2
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.2857142857142858,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.06666666666666654,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.611111111111111,3
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.380952380952381,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.06666666666666654,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5833333333333333,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.611111111111111,4
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.4761904761904762,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.2,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,0.0,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,0
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.380952380952381,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.2,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,0.0,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.7222222222222222,1
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.5238095238095238,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.33333333333333326,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,0.0,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.6666666666666666,2
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.4761904761904762,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.26666666666666666,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,0.08333333333333337,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.7777777777777778,3
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.4761904761904762,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.33333333333333326,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.08333333333333326,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,0,0.7222222222222222,4
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6666666666666667,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.22222222222222218,0
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6666666666666667,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.7333333333333333,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.22222222222222218,1
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.5714285714285714,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.22222222222222218,2
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.7142857142857142,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8666666666666667,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,3
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6190476190476191,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.22222222222222218,4
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.33333333333333337,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8666666666666667,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,0
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.33333333333333337,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,1
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.380952380952381,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.7333333333333333,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,2
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.380952380952381,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,3
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.380952380952381,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8666666666666667,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,4
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.380952380952381,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.06666666666666654,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,0
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.4761904761904762,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.06666666666666654,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,1
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.5714285714285714,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.06666666666666654,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,2
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.5238095238095238,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.06666666666666654,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,3
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.4761904761904762,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.0,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,4
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.380952380952381,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.4,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.5,0
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.380952380952381,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.4666666666666666,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.5,1
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.380952380952381,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.4666666666666666,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.4444444444444444,2
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.4761904761904762,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.4666666666666666,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.5,3
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.42857142857142855,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.4,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,0,0.9166666666666666,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.4444444444444444,4
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6190476190476191,0
