grade,model,prompt,skill,q0,q1,replicate
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.06060606060606061,2
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.06060606060606061,3
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.030303030303030304,3
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.030303030303030304,4
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.06060606060606061,4
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.09090909090909091,0
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.09090909090909091,0
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.09090909090909091,1
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.09090909090909091,1
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.09090909090909091,2
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.09090909090909091,2
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.09090909090909091,3
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.12121212121212122,3
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.09090909090909091,4
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.06060606060606061,4
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.09090909090909091,0
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.09090909090909091,1
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.12121212121212122,2
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.06060606060606061,3
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.09090909090909091,4
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.09090909090909091,0
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.030303030303030304,0
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.09090909090909091,1
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.030303030303030304,1
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.09090909090909091,2
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.06060606060606061,2
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.09090909090909091,3
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.030303030303030304,3
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.06060606060606061,4
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.030303030303030304,4
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.0,0
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.0,2
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.0,3
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.0,4
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.030303030303030304,0
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.030303030303030304,1
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.030303030303030304,2
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.030303030303030304,3
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.030303030303030304,4
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.42424242424242425,0
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.6363636363636364,0
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.7272727272727273,0
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.7272727272727273,0
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.9393939393939394,0
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.7272727272727273,1
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.9393939393939394,1
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.7272727272727273,2
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.9393939393939394,2
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.7272727272727273,3
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.9090909090909091,3
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.7272727272727273,4
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.9090909090909091,4
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.696969696969697,0
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.8181818181818182,0
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.696969696969697,1
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.8181818181818182,1
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.7272727272727273,2
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.8181818181818182,2
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.6363636363636364,3
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.8181818181818182,3
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.6666666666666666,4
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.8181818181818182,4
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.7272727272727273,0
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.7272727272727273,1
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.7272727272727273,2
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.696969696969697,3
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.8787878787878788,0.7272727272727273,4
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.5454545454545454,0
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.7272727272727273,0
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.5151515151515151,1
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.696969696969697,1
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.5757575757575758,2
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.7272727272727273,2
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.5454545454545454,3
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.7272727272727273,3
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.5151515151515151,4
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.7272727272727273,4
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.696969696969697,0
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.696969696969697,1
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.696969696969697,2
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.696969696969697,3
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0.5757575757575758,0.6666666666666666,4
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.48484848484848486,0
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.48484848484848486,1
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.48484848484848486,2
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.45454545454545453,3
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.696969696969697,0.48484848484848486,4
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.2727272727272727,0
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.2727272727272727,0
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.5151515151515151,0
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.12121212121212122,0
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.30303030303030304,0
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.15151515151515152,1
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.36363636363636365,1
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.12121212121212122,2
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3939393939393939,2
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.15151515151515152,3
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.2727272727272727,3
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.12121212121212122,4
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.30303030303030304,4
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.21212121212121213,0
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.30303030303030304,0
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.15151515151515152,1
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.30303030303030304,1
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.18181818181818182,2
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.36363636363636365,2
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.15151515151515152,3
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3939393939393939,3
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.21212121212121213,4
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.2727272727272727,4
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.30303030303030304,0
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.30303030303030304,1
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3333333333333333,2
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.30303030303030304,3
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3333333333333333,4
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.09090909090909091,0
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.06060606060606061,0
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.09090909090909091,1
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.06060606060606061,1
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.12121212121212122,2
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.06060606060606061,2
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.09090909090909091,3
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.06060606060606061,3
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.12121212121212122,4
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.06060606060606061,4
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.030303030303030304,0
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.030303030303030304,1
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.0,2
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.0,3
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0.24242424242424243,0.0,4
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.06060606060606061,0
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.12121212121212122,1
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.09090909090909091,2
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.12121212121212122,3
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.6363636363636364,0.09090909090909091,4
