grade,model,prompt,skill,k,r,replicate
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,4
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,4
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.3333333333333333,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3,4
4,deepseek-chat,combined,Measurement & Data,0,0.4000000000000001,0
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.43478260869565216,0
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,0
4,deepseek-chat,combined,Measurement & Data,0,0.44000000000000006,1
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.4782608695652174,1
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,1
4,deepseek-chat,combined,Measurement & Data,0,0.4000000000000001,2
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.4782608695652174,2
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,2
4,deepseek-chat,combined,Measurement & Data,0,0.4000000000000001,3
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.4782608695652174,3
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,3
4,deepseek-chat,combined,Measurement & Data,0,0.44000000000000006,4
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.4782608695652174,4
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,4
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,0
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.43478260869565216,0
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,0
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,1
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3913043478260869,1
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.15,1
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,2
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.43478260869565216,2
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,2
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,3
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3913043478260869,3
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.15,3
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,4
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3913043478260869,4
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.15,4
4,deepseek-chat,combined,Measurement & Data,0,0.64,0
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0869565217391305,0
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.047619047619047575,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.25000000000000006,0
4,deepseek-chat,combined,Measurement & Data,0,0.6,1
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.04347826086956525,1
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.15,1
4,deepseek-chat,combined,Measurement & Data,0,0.64,2
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.04347826086956525,2
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.15,2
4,deepseek-chat,combined,Measurement & Data,0,0.6,3
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.04347826086956525,3
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.15,3
4,deepseek-chat,combined,Measurement & Data,0,0.6,4
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0869565217391305,4
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,4
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,0
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.04347826086956525,0
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.15,0
4,deepseek-chat,combined,Measurement & Data,1,0.0,1
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0869565217391305,1
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,1
4,deepseek-chat,combined,Measurement & Data,1,0.0,2
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0869565217391305,2
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,2
4,deepseek-chat,combined,Measurement & Data,1,0.0,3
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0869565217391305,3
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.20000000000000007,3
4,deepseek-chat,combined,Measurement & Data,1,0.0,4
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0869565217391305,4
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.15,4
4,deepseek-chat,combined,Measurement & Data,0,0.36,0
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3478260869565218,0
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.2857142857142857,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,0
4,deepseek-chat,combined,Measurement & Data,0,0.24000000000000007,1
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3478260869565218,1
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.3333333333333333,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,1
4,deepseek-chat,combined,Measurement & Data,0,0.28,2
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3478260869565218,2
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.3333333333333333,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,2
4,deepseek-chat,combined,Measurement & Data,0,0.28,3
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3478260869565218,3
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.3333333333333333,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,3
4,deepseek-chat,combined,Measurement & Data,0,0.32,4
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3478260869565218,4
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.3333333333333333,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,4
4,deepseek-chat,combined,Measurement & Data,1,0.0,0
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.43478260869565216,0
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.380952380952381,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,-0.049999999999999954,0
4,deepseek-chat,combined,Measurement & Data,1,0.0,1
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3478260869565218,1
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.380952380952381,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,1
4,deepseek-chat,combined,Measurement & Data,1,0.0,2
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3478260869565218,2
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.380952380952381,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,2
4,deepseek-chat,combined,Measurement & Data,1,0.0,3
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3913043478260869,3
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.380952380952381,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,3
4,deepseek-chat,combined,Measurement & Data,1,0.0,4
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.3478260869565218,4
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.380952380952381,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,4
4,deepseek-chat,combined,Measurement & Data,0,0.4000000000000001,0
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,0
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.2857142857142857,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.050000000000000086,0
4,deepseek-chat,combined,Measurement & Data,0,0.4000000000000001,1
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,1
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.23809523809523814,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,1
4,deepseek-chat,combined,Measurement & Data,0,0.44000000000000006,2
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,2
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.2857142857142857,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,2
4,deepseek-chat,combined,Measurement & Data,0,0.44000000000000006,3
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,3
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.23809523809523814,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,3
4,deepseek-chat,combined,Measurement & Data,0,0.4000000000000001,4
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,4
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.23809523809523814,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,4
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,0
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.04347826086956525,0
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.2857142857142857,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,0
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,1
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.04347826086956525,1
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.2857142857142857,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,1
4,deepseek-chat,combined,Measurement & Data,1,0.0,2
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.04347826086956525,2
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.2857142857142857,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,2
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,3
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.04347826086956525,3
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.2857142857142857,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,3
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,4
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.04347826086956525,4
4,deepseek-chat,combined,Number & Operations—Fractions,0,0.2857142857142857,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,4
4,deepseek-chat,combined,Measurement & Data,0,0.32,0
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.4782608695652174,0
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,0
4,deepseek-chat,combined,Measurement & Data,0,0.36,1
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.43478260869565216,1
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,1
4,deepseek-chat,combined,Measurement & Data,0,0.4000000000000001,2
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5217391304347826,2
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,2
4,deepseek-chat,combined,Measurement & Data,0,0.4000000000000001,3
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5217391304347826,3
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,3
4,deepseek-chat,combined,Measurement & Data,0,0.4000000000000001,4
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5217391304347826,4
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,4
4,deepseek-chat,combined,Measurement & Data,1,0.03999999999999997,0
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.4782608695652174,0
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,0
4,deepseek-chat,combined,Measurement & Data,1,0.0,1
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5217391304347826,1
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,1
4,deepseek-chat,combined,Measurement & Data,1,0.0,2
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5217391304347826,2
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,2
4,deepseek-chat,combined,Measurement & Data,1,0.0,3
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5217391304347826,3
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,3
4,deepseek-chat,combined,Measurement & Data,1,0.0,4
4,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5217391304347826,4
4,deepseek-chat,combined,Number & Operations—Fractions,1,0.0,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,4
4,deepseek-chat,combined,Measurement & Data,0,0.44000000000000006,0
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.04347826086956525,0
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.10000000000000003,0
4,deepseek-chat,combined,Measurement & Data,0,0.48000000000000004,1
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0869565217391305,1
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.10000000000000003,1
4,deepseek-chat,combined,Measurement & Data,0,0.48000000000000004,2
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0869565217391305,2
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.10000000000000003,2
4,deepseek-chat,combined,Measurement & Data,0,0.48000000000000004,3
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0869565217391305,3
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.10000000000000003,3
4,deepseek-chat,combined,Measurement & Data,0,0.48000000000000004,4
4,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0869565217391305,4
4,deepseek-chat,combined,Number & Operations—Fractions,1,-0.047619047619047575,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.10000000000000003,4
4,gpt-4o,rule_based,Measurement & Data,0,0.8333333333333333,0
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.6428571428571429,0
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.6666666666666666,0
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,0
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,0
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.6428571428571429,0
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.5238095238095238,0
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,0
4,gpt-4o,rule_based,Measurement & Data,1,0.05555555555555552,1
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5714285714285715,1
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.5238095238095238,1
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,1
4,gpt-4o,rule_based,Measurement & Data,1,0.05555555555555552,2
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.6428571428571429,2
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.42857142857142855,2
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,2
4,gpt-4o,rule_based,Measurement & Data,1,0.05555555555555552,3
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.7857142857142857,3
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.5238095238095238,3
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,3
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,4
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.7142857142857143,4
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.5714285714285714,4
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,4
4,gpt-4o,rule_based,Measurement & Data,0,0.7222222222222222,0
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.14285714285714296,0
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.42857142857142855,0
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,0
4,gpt-4o,rule_based,Measurement & Data,0,0.7222222222222222,1
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.14285714285714296,1
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.4761904761904762,1
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,1
4,gpt-4o,rule_based,Measurement & Data,0,0.7777777777777778,2
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.14285714285714296,2
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.42857142857142855,2
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,2
4,gpt-4o,rule_based,Measurement & Data,0,0.7222222222222222,3
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.07142857142857148,3
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.380952380952381,3
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,3
4,gpt-4o,rule_based,Measurement & Data,0,0.7777777777777778,4
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.14285714285714296,4
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.4761904761904762,4
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,4
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,0
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.0,0
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.42857142857142855,0
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,0
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,1
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.07142857142857148,1
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.4761904761904762,1
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,1.0,1
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,2
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.0,2
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.4761904761904762,2
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,1.0,2
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,3
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.0,3
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.6190476190476192,3
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,3
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,4
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.0,4
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.5238095238095238,4
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,4
4,gpt-4o,rule_based,Measurement & Data,0,0.7222222222222222,0
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.7142857142857143,0
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.09523809523809527,0
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.8666666666666666,0
4,gpt-4o,rule_based,Measurement & Data,0,0.7222222222222222,1
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.7142857142857143,1
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.09523809523809527,1
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,1
4,gpt-4o,rule_based,Measurement & Data,0,0.7222222222222222,2
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.6428571428571429,2
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.047619047619047575,2
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,2
4,gpt-4o,rule_based,Measurement & Data,0,0.7222222222222222,3
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.7142857142857143,3
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.047619047619047575,3
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,3
4,gpt-4o,rule_based,Measurement & Data,0,0.7222222222222222,4
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.7142857142857143,4
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.09523809523809527,4
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.8666666666666666,4
4,gpt-4o,rule_based,Measurement & Data,1,0.1666666666666667,0
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5,0
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.14285714285714285,0
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,0
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,1
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.6428571428571429,1
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.09523809523809527,1
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,1
4,gpt-4o,rule_based,Measurement & Data,1,0.1666666666666667,2
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.7142857142857143,2
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.14285714285714285,2
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,2
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,3
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.6428571428571429,3
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.14285714285714285,3
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,3
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,4
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5,4
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.14285714285714285,4
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,4
4,gpt-4o,rule_based,Measurement & Data,0,0.7777777777777778,0
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.0,0
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.047619047619047575,0
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,0
4,gpt-4o,rule_based,Measurement & Data,0,0.7777777777777778,1
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.0,1
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.047619047619047575,1
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,1
4,gpt-4o,rule_based,Measurement & Data,0,0.8333333333333333,2
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.07142857142857148,2
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.09523809523809527,2
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,2
4,gpt-4o,rule_based,Measurement & Data,0,0.8333333333333333,3
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.07142857142857148,3
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.047619047619047575,3
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,3
4,gpt-4o,rule_based,Measurement & Data,0,0.888888888888889,4
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.21428571428571436,4
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.09523809523809527,4
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,4
4,gpt-4o,rule_based,Measurement & Data,1,0.1666666666666667,0
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.07142857142857148,0
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.09523809523809527,0
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,0
4,gpt-4o,rule_based,Measurement & Data,1,0.11111111111111104,1
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.07142857142857129,1
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.09523809523809527,1
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,1
4,gpt-4o,rule_based,Measurement & Data,1,0.05555555555555552,2
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.07142857142857148,2
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.047619047619047575,2
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,2
4,gpt-4o,rule_based,Measurement & Data,1,0.1666666666666667,3
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.07142857142857148,3
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.09523809523809527,3
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,3
4,gpt-4o,rule_based,Measurement & Data,1,0.1666666666666667,4
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.07142857142857148,4
4,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.047619047619047575,4
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.9333333333333333,4
4,gpt-4o,rule_based,Measurement & Data,0,0.7777777777777778,0
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.7142857142857143,0
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.6190476190476192,0
4,gpt-4o,rule_based,Operations & Algebraic Thinking,1,-0.2,0
4,gpt-4o,rule_based,Measurement & Data,0,0.7222222222222222,1
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.7142857142857143,1
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.5238095238095238,1
4,gpt-4o,rule_based,Operations & Algebraic Thinking,1,-0.2,1
4,gpt-4o,rule_based,Measurement & Data,0,0.7222222222222222,2
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.6428571428571429,2
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.6190476190476192,2
